,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
11,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1046,Network Service Scanning,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding types reflect flagged events where there is an attempt to get a list of services running on a remote host.
Recon:EC2/PortProbeEMRUnprotectedPort Recon:EC2/PortProbeUnprotectedPort Recon:EC2/Portscan Impact:EC2/PortSweep",,09/21/2021,12/11/2024
12,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1048,Exfiltration Over Alternative Protocol,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding type flags events where adversaries may steal data by exfiltrating it over a different protocol than that of the existing command-and-control channel.
Trojan:EC2/DNSDataExfiltration Behavior:EC2/TrafficVolumeUnusual",,09/21/2021,12/11/2024
13,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,16.1,enterprise,detect,partial,T1048,[],"The following GuardDuty finding type flags events where adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel.
Trojan:EC2/DNSDataExfiltration Behavior:EC2/TrafficVolumeUnusual",,09/21/2021,12/11/2024
14,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1059.009,Cloud API,16.1,enterprise,detect,partial,T1059,['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-iam.html#impact-iam-anomalousbehavior'],The GuardDuty finding Impact:IAMUser/AnomalousBehavior can aid in the detection of abuse of AWS APIs.,,09/21/2021,12/11/2024
15,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1071,Application Layer Protocol,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","GuardDuty flags events matching the following finding types that relate to adversaries attempting to communicate using application layer protocols to avoid detection.
UnauthorizedAccess:EC2/MaliciousIPCaller.Custom Trojan:EC2/DropPoint!DNS Trojan:EC2/DropPoint Backdoor:EC2/C&CActivity.B!DNS Trojan:EC2/BlackholeTraffic Trojan:EC2/BlackholeTraffic!DNS
",,09/21/2021,12/11/2024
16,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1071.001,Web Protocols,16.1,enterprise,detect,partial,T1071,[],"GuardDuty flags events matching the following finding types that relate to adversaries attempting to communicate using application layer protocols to avoid detection.
UnauthorizedAccess:EC2/MaliciousIPCaller.Custom Backdoor:EC2/C&CActivity.B Backdoor:EC2/C&CActivity.B!DNS Trojan:EC2/BlackholeTraffic Trojan:EC2/BlackholeTraffic!DNS Trojan:EC2/DropPoint Trojan:EC2/DropPoint!DNS Backdoor:EC2/C&CActivity.B Impact:EC2/MaliciousDomainRequest.Reputation Impact:EC2/SuspiciousDomainRequest.Reputation",,09/21/2021,12/11/2024
17,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1071.002,File Transfer Protocols,16.1,enterprise,detect,partial,T1071,[],"GuardDuty flags events matching the following finding types that relate to adversaries attempting to communicate using application layer protocols to avoid detection.
UnauthorizedAccess:EC2/MaliciousIPCaller.Custom Backdoor:EC2/C&CActivity.B Backdoor:EC2/C&CActivity.B!DNS Trojan:EC2/BlackholeTraffic Trojan:EC2/BlackholeTraffic!DNS Trojan:EC2/DropPoint Trojan:EC2/DropPoint!DNS Backdoor:EC2/C&CActivity.B Impact:EC2/MaliciousDomainRequest.Reputation Impact:EC2/SuspiciousDomainRequest.Reputation",,09/21/2021,12/11/2024
18,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1071.003,Mail Protocols,16.1,enterprise,detect,partial,T1071,[],"GuardDuty flags events matching the following finding types that relate to adversaries attempting to communicate using application layer protocols to avoid detection.
UnauthorizedAccess:EC2/MaliciousIPCaller.Custom Backdoor:EC2/C&CActivity.B Backdoor:EC2/C&CActivity.B!DNS Trojan:EC2/BlackholeTraffic Trojan:EC2/BlackholeTraffic!DNS Trojan:EC2/DropPoint Trojan:EC2/DropPoint!DNS Backdoor:EC2/C&CActivity.B Impact:EC2/MaliciousDomainRequest.Reputation Impact:EC2/SuspiciousDomainRequest.Reputation",,09/21/2021,12/11/2024
19,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1071.004,DNS,16.1,enterprise,detect,partial,T1071,[],"GuardDuty flags events matching the following finding types that relate to adversaries attempting to communicate using application layer protocols to avoid detection.
UnauthorizedAccess:EC2/MaliciousIPCaller.Custom Backdoor:EC2/C&CActivity.B Backdoor:EC2/C&CActivity.B!DNS Trojan:EC2/BlackholeTraffic Trojan:EC2/BlackholeTraffic!DNS Trojan:EC2/DropPoint Trojan:EC2/DropPoint!DNS Backdoor:EC2/C&CActivity.B Impact:EC2/MaliciousDomainRequest.Reputation Impact:EC2/SuspiciousDomainRequest.Reputation",,09/21/2021,12/11/2024
20,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1078,Valid Accounts,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","GuardDuty implements a finding that flags occurrences unattended behavior from an IAM User in the Account.
PenTest:IAMUser/KaliLinux, PenTest:IAMUser/ParrotLinux, PenTest:IAMUser/PentooLinux, Policy:IAMUser/RootCredentialUsage, PrivilegeEscalation:IAMUser/AdministrativePermissions, UnauthorizedAccess:IAMUser/ConsoleLogin, UnauthorizedAccess:IAMUser/ConsoleLoginSuccess.B, UnauthorizedAccess:IAMUser/MaliciousIPCaller, UnauthorizedAccess:IAMUser/MaliciousIPCaller.Custom, UnauthorizedAccess:IAMUser/TorIPCaller, Policy:S3/AccountBlockPublicAccessDisabled, Policy:S3/BucketAnonymousAccessGranted, Policy:S3/BucketBlockPublicAccessDisabled, Policy:S3/BucketPublicAccessGranted, CredentialAccess:IAMUser/AnomalousBehavior, DefenseEvasion:IAMUser/AnomalousBehavior, Discovery:IAMUser/AnomalousBehavior, Exfiltration:IAMUser/AnomalousBehavior, Impact:IAMUser/AnomalousBehavior, Persistence:IAMUser/AnomalousBehavior, Recon:IAMUser/MaliciousIPCaller, Recon:IAMUser/MaliciousIPCaller.Custom, UnauthorizedAccess:IAMUser/InstanceCredentialExfiltration",,09/21/2021,12/11/2024
21,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1078.001,Default Accounts,16.1,enterprise,detect,partial,T1078,[],Listed findings above flag instances where there are indications of account compromise.,,09/21/2021,12/11/2024
22,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1078.004,Cloud Accounts,16.1,enterprise,detect,partial,T1078,[],Listed findings above flag instances where there are indications of account compromise.,,09/21/2021,12/11/2024
23,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1090,Proxy,16.1,enterprise,detect,minimal,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding type flags events where adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command-and-control server to avoid direct connections to their infrastructure.
UnauthorizedAccess:EC2/TorClient UnauthorizedAccess:EC2/TorRelay
Due to the detection being limited to a specific type of proxy, Tor, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
24,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1090.001,Internal Proxy,16.1,enterprise,detect,minimal,T1090,[],"The UnauthorizedAccess:EC2/TorClient GuardDuty finding type flags events where adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command-and-control server to avoid direct connections to their infrastructure.
Due to the detection being limited to a specific type of proxy, Tor, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
25,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1090.002,External Proxy,16.1,enterprise,detect,minimal,T1090,[],"The UnauthorizedAccess:EC2/TorClient GuardDuty finding type flags events where adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command-and-control server to avoid direct connections to their infrastructure.
Due to the detection being limited to a specific type of proxy, Tor, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
26,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1090.003,Multi-hop Proxy,16.1,enterprise,detect,minimal,T1090,[],"The UnauthorizedAccess:EC2/TorClient GuardDuty finding type flags events where adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command-and-control server to avoid direct connections to their infrastructure.
Due to the detection being limited to a specific type of proxy, Tor, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
27,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1098,Account Manipulation,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",GuardDuty has a finding types that flag events where an adversary may have compromised an AWS IAM User.  Finding Type: Persistence:IAMUser/AnomalousBehavior,,09/21/2021,12/11/2024
28,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1098.001,Additional Cloud Credentials,16.1,enterprise,detect,partial,T1098,[],"The Persistence:IAMUser/AnomalousBehavior finding can detect anomalous API requests that can be used by adversaries to maintain persistence such as CreateAccessKey, ImportKeyPair.",,09/21/2021,12/11/2024
29,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1098.004,SSH Authorized Keys,16.1,enterprise,detect,partial,T1098,[],"The Persistence:IAMUser/AnomalousBehavior finding can detect anomalous API requests that can be used by adversaries to maintain persistence such as CreateAccessKey, ImportKeyPair.",,09/21/2021,12/11/2024
30,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1110,Brute Force,16.1,enterprise,detect,minimal,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","Finding types such as UnauthorizedAccess:EC2/RDPBruteForce, UnauthorizedAccess:EC2/SSHBruteForce, Impact:EC2/WinRMBruteForce, and Stealth:IAMUser/PasswordPolicyChange can detect when an EC2 instance may be involved in a brute force attack aimed at obtaining passwords.  Due to the detection being limited to a specific set of application protocols, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
31,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1110.001,Password Guessing,16.1,enterprise,detect,minimal,T1110,[],"Due to the detection being limited to a specific set of application protocols, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
32,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1110.003,Password Spraying,16.1,enterprise,detect,minimal,T1110,[],"Due to the detection being limited to a specific set of application protocols, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
33,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1110.004,Credential Stuffing,16.1,enterprise,detect,minimal,T1110,[],"Due to the detection being limited to a specific set of application protocols, its coverage is Minimal resulting in a Minimal score.",,09/21/2021,12/11/2024
34,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1189,Drive-by Compromise,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",There is a GuardDuty Finding that flags this behavior: Trojan:EC2/DriveBySourceTraffic!DNS,,09/21/2021,12/11/2024
35,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1190,Exploit Public-Facing Application,16.1,enterprise,detect,minimal,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","There is a GuardDuty finding type that captures when vulnerable publicly facing resources are leveraged to capture data not intended to be viewable (e.g., IAM credentials associated with the resource).
UnauthorizedAccess:EC2/MetadataDNSRebind - This finding type only detects MetadataDNSRebind and is more focused on the EC2 instance and not the application running on the instance itself resulting in Minimal coverage.",,09/21/2021,12/11/2024
36,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1485,Data Destruction,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding type flags events where adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources.
Impact:S3/MaliciousIPCaller, Impact:IAMUser/AnomalousBehavior Stealth:S3/ServerAccessLoggingDisabled UnauthorizedAccess:S3/MaliciousIPCaller.Custom UnauthorizedAccess:S3/TorIPCaller PenTest:S3/PentooLinux PenTest:S3/ParrotLinux PenTest:S3/KaliLinux",,09/21/2021,12/11/2024
37,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1486,Data Encrypted for Impact,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding type flags events where adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources.
Impact:S3/MaliciousIPCaller Stealth:S3/ServerAccessLoggingDisabled UnauthorizedAccess:S3/MaliciousIPCaller.Custom UnauthorizedAccess:S3/TorIPCaller PenTest:S3/PentooLinux PenTest:S3/ParrotLinux PenTest:S3/KaliLinux",,09/21/2021,12/11/2024
38,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1491,Defacement,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","GuardDuty provides multiple finding types that flag malicious activity against resources. These findings focus on API calls that look suspicious and although they do not flag events such as Defacement specifically, it can be inferred that these findings can result in mitigating this technique's negative impact. With this assumption the score is capped at Partial. ",,09/21/2021,12/11/2024
39,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1491.001,Internal Defacement,16.1,enterprise,detect,partial,T1491,[],"The following finding types can be used to detect behavior that can lead to the defacement of
cloud resources:
Impact:S3/MaliciousIPCaller
Exfiltration:S3/MaliciousIPCaller
Exfiltration:S3/ObjectRead.Unusual
PenTest:S3/KaliLinux
PenTest:S3/ParrotLinux
PenTest:S3/PentooLinux
UnauthorizedAccess:S3/MaliciousIPCaller.Custom
UnauthorizedAccess:S3/TorIPCaller",,09/21/2021,12/11/2024
40,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1491.002,External Defacement,16.1,enterprise,detect,partial,T1491,[],"The following finding types can be used to detect behavior that can lead to the defacement of
cloud resources:
Impact:S3/MaliciousIPCaller
Exfiltration:S3/MaliciousIPCaller
Exfiltration:S3/ObjectRead.Unusual
PenTest:S3/KaliLinux
PenTest:S3/ParrotLinux
PenTest:S3/PentooLinux
UnauthorizedAccess:S3/MaliciousIPCaller.Custom
UnauthorizedAccess:S3/TorIPCaller",,09/21/2021,12/11/2024
41,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1496,Resource Hijacking,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding types flag events where adversaries may leverage the resources of co-opted systems in order to solve resource intensive problems which may impact system and/or hosted service availability.
CryptoCurrency:EC2/BitcoinTool.B CryptoCurrency:EC2/BitcoinTool.B!DNS Impact:EC2/BitcoinDomainRequest.Reputation UnauthorizedAccess:EC2/TorRelay",,09/21/2021,12/11/2024
42,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1498,Network Denial of Service,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following finding types in GuardDuty flag events where adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.
Backdoor:EC2/DenialOfService.UdpOnTcpPorts Backdoor:EC2/DenialOfService.UnusualProtocol Backdoor:EC2/DenialOfService.Udp Backdoor:EC2/DenialOfService.Tcp Backdoor:EC2/DenialOfService.Dns",,09/21/2021,12/11/2024
43,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1498.001,Direct Network Flood,16.1,enterprise,detect,partial,T1498,[],"The following finding types in GuardDuty flag events where adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.
Backdoor:EC2/DenialOfService.UdpOnTcpPorts Backdoor:EC2/DenialOfService.UnusualProtocol Backdoor:EC2/DenialOfService.Udp Backdoor:EC2/DenialOfService.Tcp Backdoor:EC2/DenialOfService.Dns",,09/21/2021,12/11/2024
44,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1498.002,Reflection Amplification,16.1,enterprise,detect,partial,T1498,[],"The following finding types in GuardDuty flag events where adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users.
Backdoor:EC2/DenialOfService.UdpOnTcpPorts Backdoor:EC2/DenialOfService.UnusualProtocol Backdoor:EC2/DenialOfService.Udp Backdoor:EC2/DenialOfService.Tcp Backdoor:EC2/DenialOfService.Dns",,09/21/2021,12/11/2024
45,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1526,Cloud Service Discovery,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']",GuardDuty flags events where there is an attempt to discover information about resources. GuardDuty monitors for potential threats and suspicious behavior to discover information about cloud services.,,09/21/2021,12/11/2024
46,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1530,Data from Cloud Storage Object,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty finding types flag events where adversaries may have access data objects from improperly secured cloud storage.
UnauthorizedAccess:S3/MaliciousIPCaller.Custom UnauthorizedAccess:S3/TorIPCaller Impact:S3/MaliciousIPCaller Exfiltration:S3/MaliciousIPCaller Exfiltration:S3/ObjectRead.Unusual PenTest:S3/KaliLinux PenTest:S3/ParrotLinux PenTest:S3/PentooLinux UnauthorizedAccess:S3/MaliciousIPCaller.Custom UnauthorizedAccess:S3/TorIPCaller",,09/21/2021,12/11/2024
47,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1531,Account Access Removal,16.1,enterprise,detect,partial,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","The following GuardDuty Finding type flags events where adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users.
Impact:IAMUser/AnomalousBehavior",,09/21/2021,12/11/2024
48,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1552,Unsecured Credentials,16.1,enterprise,detect,minimal,,"['https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_finding-types-ec2.html#recon-ec2-portscan', 'https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_findings.html']","This control provides minimal to partial coverage for a minority of this technique's sub-techniques, and without specific coverage for its procedures, resulting in an overall score of Minimal.",,09/21/2021,12/11/2024
49,aws,12/12/2024,Amazon GuardDuty,amazon_guardduty,Amazon GuardDuty,technique_scores,T1552.001,Credentials In Files,16.1,enterprise,detect,partial,T1552,[],"The following finding types in Amazon GuardDuty can be used to identify potentially malicious interactions with S3 which may lead to the compromise of any credential files stored in S3: Impact:S3/MaliciousIPCaller Exfiltration:S3/MaliciousIPCaller Exfiltration:S3/ObjectRead.Unusual PenTest:S3/KaliLinux PenTest:S3/ParrotLinux PenTest:S3/PentooLinux UnauthorizedAccess:S3/MaliciousIPCaller.Custom UnauthorizedAccess:S3/TorIPCaller
The score is capped at Partial since the findings only apply to credential files stored within S3 buckets and only certain types of suspicious behaviors.",,09/21/2021,12/11/2024
